timestamp_ms,acc_x,acc_y,acc_z
0,0.170046,-0.125739,9.241183
10,0.221539,-0.093406,9.612411
20,0.233514,-0.102986,9.613608
30,0.131726,-0.098196,9.490265
40,0.154479,-0.135319,9.610016
50,-8.343051,-6.358777,39.23521
60,-0.368833,-2.627337,9.020842
70,3.424878,-3.266807,11.576327
80,-1.081351,0.936453,10.552457
90,0.138911,-0.150886,8.187375
100,-0.02874,-0.003593,9.821976
110,0.120948,-0.252675,9.648336
120,0.216749,-0.166454,9.645942
130,0.049098,-0.071851,9.510623
140,0.124541,-0.098196,9.594449
150,0.263452,-0.155676,9.568104
160,0.089813,-0.102986,9.576486
170,0.125739,-0.118553,9.584868
180,0.086221,-0.108973,9.566906
190,2.084865,0.486189,-1.605861
200,2.766248,2.465673,3.968548
210,-0.914898,0.111368,9.375304
220,0.780776,-0.361648,10.769206
230,0.90891,0.238304,10.04112
240,-0.246687,-0.729283,7.811357
250,-0.859812,0.650248,9.257948
260,0.920885,-0.574805,9.839938
270,0.208367,-0.129331,9.631572
280,0.131726,-0.106578,9.436378
290,0.195194,-0.122146,9.584868
300,0.143701,-0.075443,9.560919
310,0.147294,-0.088616,9.598042
320,0.067061,-0.110171,9.524993
330,0.0479,-0.117356,9.48308
340,0.04311,-0.126936,9.551338
350,-1.249003,-0.682581,23.418503
360,2.856061,1.22625,6.704857
370,2.153123,-1.071771,12.486435
380,0.064666,0.095801,8.513098
390,-2.20222,0.958008,8.547825
400,0.720901,-0.261057,9.835148
410,0.935255,-0.58678,9.539363
420,-0.276625,0.214354,9.382489
430,0.25507,-0.114961,9.402847
440,0.203577,-0.130529,9.629176
450,0.110171,-0.093406,9.605227
460,0.111368,-0.108973,9.594449
470,0.049098,-0.136516,9.529783
480,-4.562512,-5.186415,35.140926
490,-0.57241,0.9137,4.772077
500,1.84656,-0.958008,12.485237
510,-1.389111,0.35566,7.680828
520,0.547262,-0.211959,10.399176
530,0.662223,0.01916,10.514136
540,0.500559,-0.768801,7.834109
550,-0.702938,0.682581,9.181308
560,0.784369,-0.489782,9.872271
570,-0.021555,-0.05269,9.733359
580,0.161664,-0.140109,9.445957
590,0.201182,-0.172441,9.662706
600,0.140109,-0.147294,9.627979
610,0.118553,-0.161664,9.586066
620,0.046703,-0.140109,9.548944
630,0.026345,-0.128134,9.572893
640,2.123185,-0.087418,-7.95386
650,0.833467,-0.682581,13.909077
660,-1.931583,0.045505,6.313272
670,1.902843,-0.912502,13.083992
680,0.652643,-0.184417,10.875784
690,0.95681,-0.261057,9.031619
700,-1.340014,0.186812,8.657996
710,0.821492,-0.292192,10.005195
720,-0.01916,0.04311,9.626781
730,0.227527,-0.122146,9.236393
740,0.178429,-0.138911,9.559721
750,0.138911,-0.154479,9.589659
760,0.091011,-0.150886,9.580078
770,0.055085,-0.150886,9.557326
780,0.013173,-0.135319,9.530981
790,0.432301,-1.353186,14.929355
800,-1.850153,0.087418,6.937174
810,1.802252,-1.029858,12.226575
820,-0.232317,-0.039518,9.231604
830,0.453856,-0.296982,10.705738
840,-1.584306,0.378413,7.708371
850,-0.002395,0.27902,9.43518
860,0.997526,-0.507744,9.871074
870,-0.117356,0.051493,9.788445
880,0.253872,-0.193997,9.617202
890,0.210762,-0.195194,9.616004
900,0.130529,-0.166454,9.614806
910,0.096998,-0.150886,9.581276
920,0.035925,-0.137714,9.538166
930,0.00958,-0.132924,9.572893
940,1.694476,0.441881,-4.439169
950,1.627416,-0.378413,10.106983
960,-1.573528,0.086221,7.071295
970,1.978286,-0.94244,12.412189
980,-0.26465,0.0,9.079519
990,1.102907,0.35087,7.67484
1000,0.132924,0.150886,9.909393
1010,0.935255,-0.479004,9.536968
1020,-0.244292,0.051493,9.586066
1030,0.202379,-0.129331,9.799223
1040,0.093406,-0.124541,9.419612
1050,0.148491,-0.182021,9.576486
1060,0.095801,-0.184417,9.610016
1070,0.03832,-0.165256,9.575289
1080,0.011975,-0.148491,9.55014
1090,-0.00479,-0.119751,9.551338
1100,-0.243094,-1.591491,16.634609
1110,-1.563948,0.013173,6.562354
1120,1.857338,-0.914898,12.644506
1130,-0.538879,0.062271,8.392149
1140,0.980761,-0.462239,11.298505
1150,-2.46687,0.802332,7.773036
1160,-0.168849,0.213157,9.400452
1170,1.074166,-0.56762,9.939331
1180,0.0,0.044308,9.848321
1190,0.30776,-0.219144,9.238789
1200,0.125739,-0.164059,9.627979
1210,0.065863,-0.152084,9.599238
