timestamp_ms,acc_x,acc_y,acc_z
0,0.142504,-0.132924,9.479487
10,0.201182,-0.170046,9.711804
20,2.093247,1.396297,-4.324208
30,-2.805765,-1.191522,23.631659
40,-0.513732,2.104025,1.068179
50,-1.026266,-1.239423,10.505754
60,4.348158,0.401166,7.046148
70,0.990341,-0.348475,11.030263
80,1.179547,-0.107776,9.229208
90,-1.502875,0.029938,8.436457
100,0.925675,-0.228724,10.453063
110,-0.176034,0.091011,9.472302
120,0.085023,-0.080233,9.327404
130,0.195194,-0.142504,9.564511
140,0.131726,-0.118553,9.517808
150,0.140109,-0.114961,9.572893
160,0.114961,-0.092208,9.528585
170,-0.36045,0.89454,6.873706
180,-2.878814,-3.778143,28.282787
190,-0.858615,0.189207,5.878576
200,1.22625,0.425116,11.288925
210,-0.231119,0.426313,9.681867
220,1.135239,-0.281415,10.233919
230,-1.578318,0.32692,7.490424
240,0.087418,-0.02395,9.78126
250,0.754431,-0.438289,9.697434
260,-0.195194,0.037123,9.467513
270,0.051493,-0.03353,9.382489
280,0.183219,-0.105381,9.574091
290,0.132924,-0.079036,9.574091
300,0.131726,-0.095801,9.576486
310,0.105381,-0.122146,9.562116
320,-0.849034,-0.146096,-1.22146
330,3.006947,0.811912,7.591015
340,-2.586621,0.053888,6.261779
350,2.15432,-1.648971,12.681629
360,-0.64905,-0.112566,8.382568
370,0.92328,-0.523312,8.85798
380,-1.203497,0.118553,8.383766
390,1.143622,-0.589175,10.484199
400,0.088616,0.002395,9.553733
410,0.229922,-0.107776,9.365725
420,0.213157,-0.143701,9.519006
430,0.110171,-0.093406,9.562116
440,0.131726,-0.122146,9.580078
450,0.081431,-0.114961,9.517808
460,0.080233,-0.125739,9.538166
470,0.069456,-0.129331,9.528585
480,2.76026,0.683778,7.989786
490,-0.905317,0.221539,7.472461
500,1.522035,-0.766406,11.922408
510,-0.011975,-0.027543,8.699909
520,-0.912502,0.480201,8.719069
530,0.914898,-0.544867,9.799223
540,-0.247885,0.083826,9.727372
550,0.232317,-0.150886,9.666299
560,0.105381,-0.094603,9.378897
570,0.202379,-0.159269,9.592053
580,0.132924,-0.110171,9.565708
590,0.119751,-0.114961,9.574091
600,0.089813,-0.114961,9.563313
610,0.0479,-0.132924,9.539363
620,0.174836,0.0479,3.663182
630,2.311194,0.079036,6.593489
640,1.720822,-1.025068,12.21939
650,-0.535287,-0.119751,8.854387
660,0.93286,-0.374821,9.760902
670,-1.387914,0.380808,7.988588
680,0.692161,-0.222737,10.378818
690,0.186812,-0.083826,9.366921
700,0.222737,-0.114961,9.607621
710,0.116158,-0.101788,9.584868
720,0.132924,-0.111368,9.574091
730,0.134121,-0.138911,9.584868
740,-0.177231,0.833467,3.08718
750,-0.822689,-1.628613,18.702709
760,-1.492097,0.087418,6.635402
770,1.84177,-1.005908,12.601396
780,-0.655038,-0.118553,8.684341
790,1.17356,-0.116158,9.45913
800,-2.112407,1.062191,7.429351
810,-0.285007,-0.025148,9.916579
820,1.2502,-0.696951,9.788445
830,-0.088616,0.087418,9.806408
840,0.204774,-0.117356,9.399255
850,0.166454,-0.124541,9.586066
860,0.120948,-0.123344,9.638757
870,0.106578,-0.138911,9.584868
880,0.106578,-0.153281,9.598042
890,-0.378413,-0.408351,6.353987
900,2.398612,0.564027,9.292676
910,-1.143622,0.29818,7.59341
920,0.570015,-0.240699,11.191927
930,-0.286205,0.095801,9.558523
940,1.506467,0.120948,7.511979
950,0.554447,-0.053888,10.423125
960,0.896935,-0.383203,9.284293
970,-0.137714,0.067061,9.566906
980,0.161664,-0.069456,9.768087
990,0.091011,-0.076641,9.423204
1000,0.131726,-0.130529,9.551338
1010,0.111368,-0.138911,9.565708
1020,0.069456,-0.137714,9.575289
1030,0.034728,-0.134121,9.559721
1040,-0.080233,-0.113763,-3.713478
1050,-1.82261,0.083826,6.513256
1060,1.736389,-1.136437,12.288846
1070,-0.614323,-0.011975,8.831635
1080,0.616718,-0.396376,10.999127
1090,1.16398,-0.282612,8.78613
1100,0.857417,-0.142504,10.066268
1110,0.217947,-0.021555,9.632769
1120,0.213157,-0.082628,9.447155
1130,0.215552,-0.119751,9.503438
1140,0.158071,-0.118553,9.533376
1150,0.108973,-0.131726,9.584868
1160,0.088616,-0.136516,9.587264
1170,0.037123,-0.128134,9.536968
1180,0.03832,-0.132924,9.530981
1190,-0.039518,-0.074246,9.292676
1200,-0.746049,0.840652,7.762259
1210,0.414338,0.373623,10.516531
1220,-0.037123,0.287402,9.665102
1230,0.361648,0.041913,10.456656
1240,1.21667,-0.099393,9.431587
1250,-1.796265,0.00958,10.025552
1260,0.344883,-0.035925,9.606423
1270,0.112566,-0.029938,9.277108
1280,0.243094,-0.122146,9.575289
1290,0.076641,-0.076641,9.510623
1300,0.108973,-0.105381,9.582474
1310,0.083826,-0.138911,9.566906
1320,0.053888,-0.131726,9.569301
1330,-0.025148,0.082628,-5.106182
1340,1.688489,-0.94723,13.39295
1350,-2.123185,0.228724,6.543194
1360,-0.441881,-0.051493,9.072334
1370,0.958008,-0.613125,11.417059
1380,1.58191,-0.041913,8.671168
1390,-2.095642,0.152084,7.06411
1400,0.734074,-0.238304,11.171569
1410,0.126936,-0.170046,9.541759
1420,0.080233,-0.101788,9.627979
1430,0.05748,-0.089813,9.5214
1440,0.135319,-0.126936,9.554931
1450,0.119751,-0.132924,9.583671
1460,0.068258,-0.105381,9.545351
1470,0.061073,-0.123344,9.571696
1480,-0.530497,-1.005908,-7.635323
1490,1.985471,-0.57241,12.270884
1500,-2.234553,0.171244,6.13125
1510,2.179468,-0.190404,8.352631
1520,1.028661,-0.433499,11.108101
1530,1.140029,0.029938,8.425679
1540,-1.551973,-0.003593,8.351434
1550,1.108894,-0.62031,10.522519
1560,0.105381,-0.00958,9.580078
1570,0.183219,-0.142504,9.493857
1580,0.104183,-0.104183,9.544153
1590,0.104183,-0.134121,9.560919
1600,0.107776,-0.149689,9.614806
1610,0.077838,-0.138911,9.541759
1620,0.034728,-0.134121,9.529783
1630,0.029938,-0.106578,9.534574
1640,-0.33171,0.067061,8.177794
1650,-1.283731,-1.116079,22.996979
1660,0.571212,0.655038,8.447234
1670,1.401086,0.046703,10.236314
1680,-0.777184,-0.415536,8.338261
1690,0.955613,-0.404758,10.504556
1700,-0.064666,0.04311,9.631572
1710,0.3365,-0.174836,9.540561
1720,0.170046,-0.176034,9.598042
1730,0.110171,-0.141306,9.504636
1740,0.118553,-0.144899,9.547746
1750,0.091011,-0.125739,9.545351
1760,0.085023,-0.130529,9.593251
1770,-0.555645,0.372426,6.03545
1780,-2.289639,-1.951941,24.224426
1790,-0.667013,0.500559,6.156398
1800,0.682581,-0.065863,11.703263
1810,0.130529,0.154479,9.545351
1820,0.570015,-0.080233,8.447234
1830,-0.358055,-0.027543,8.640034
1840,1.329236,-0.613125,10.541679
