timestamp_ms,acc_x,acc_y,acc_z
0,0.205972,-0.220342,9.498648
10,0.136516,-0.188009,9.329799
20,-0.613125,6.37674,-0.850232
30,2.500401,-2.744693,14.676681
40,0.101788,-0.210762,9.836346
50,0.398771,-0.555645,10.574012
60,-0.016765,-0.150886,9.711804
70,-1.065784,0.864602,6.847361
80,-0.62031,-0.537682,10.182425
90,1.005908,-0.61552,9.64714
100,0.195194,-0.165256,9.484278
110,-0.152084,-0.005988,9.614806
120,-0.021555,-0.120948,9.563313
130,0.146096,-0.161664,9.471106
140,0.071851,-0.108973,9.50224
150,0.093406,-0.132924,9.475895
160,0.140109,-0.136516,9.509425
170,-2.210603,-3.379373,30.142519
180,-1.932781,3.994893,2.227368
190,1.447789,-0.881367,12.258908
200,0.186812,-0.26465,10.163266
210,0.447869,-0.094603,10.574012
220,1.512455,-1.195115,8.026908
230,0.481399,-0.392783,10.06507
240,0.30297,-0.27423,9.626781
250,0.088616,-0.137714,9.479487
260,0.160466,-0.177231,9.547746
270,0.087418,-0.149689,9.465117
280,0.134121,-0.158071,9.604029
290,0.003593,-0.098196,9.401649
300,2.572251,-0.433499,-12.542718
310,0.996328,1.718427,5.104984
320,1.830992,-1.16877,12.769047
330,0.154479,-0.257465,10.164463
340,-0.088616,-0.021555,9.79563
350,0.565225,-0.064666,10.896142
360,-0.570015,0.022753,7.531139
370,-0.204774,-0.249082,9.602831
380,0.110171,-0.100591,9.325009
390,0.216749,-0.241897,9.681867
400,0.146096,-0.208367,9.645942
410,0.069456,-0.172441,9.560919
420,0.093406,-0.192799,9.580078
430,0.017963,-0.154479,9.469908
440,-0.008383,-0.130529,9.510623
450,0.798739,-1.237028,-10.389595
460,1.328038,2.498005,4.673881
470,1.580713,-1.324446,13.222903
480,0.281415,-0.071851,10.266252
490,0.965193,0.044308,10.12734
500,-1.535208,1.020278,7.864047
510,-0.098196,-0.88017,9.530981
520,1.004711,-0.702938,9.713002
530,0.005988,-0.037123,9.733359
540,0.095801,-0.168849,9.648336
550,0.092208,-0.185614,9.621991
560,0.063468,-0.183219,9.559721
570,-0.00479,-0.147294,9.447155
580,0.003593,-0.178429,9.530981
590,1.694476,-0.857417,-12.298426
600,1.076561,0.704136,7.523954
610,1.265768,-1.142424,12.197835
620,0.301772,-0.35566,10.756033
630,-0.035925,0.27902,9.566906
640,-2.024989,0.189207,7.303612
650,0.401166,-0.36045,10.077045
660,0.580792,-0.368833,9.784853
