timestamp_ms,acc_x,acc_y,acc_z
0,0.129331,-0.116158,9.44955
10,0.073048,-0.122146,9.617202
20,0.262255,-0.162861,9.753717
30,0.125739,-0.117356,9.660312
40,-0.003593,-0.119751,9.540561
50,2.368675,3.288362,1.508862
60,-3.912265,0.31255,8.442444
70,4.24637,-2.315984,12.861256
80,-0.868195,0.893342,8.713081
90,-1.417852,-0.396376,8.086783
100,0.081431,-0.092208,9.362132
110,0.476609,-0.258662,9.720187
120,0.055085,-0.083826,9.442365
130,0.134121,-0.104183,9.612411
140,0.107776,-0.106578,9.560919
150,0.102986,-0.079036,9.612411
160,0.083826,-0.076641,9.517808
170,0.123344,-0.080233,9.546548
180,0.079036,-0.071851,9.520203
190,4.853508,1.21188,-13.323494
200,0.359253,0.34608,5.363647
210,1.747167,-1.213077,13.524676
220,0.119751,0.993933,7.947873
230,-1.876498,-1.142424,8.849598
240,0.366438,0.316143,9.278306
250,0.876577,-0.55804,9.889036
260,0.244292,-0.140109,9.450747
270,0.176034,-0.102986,9.451945
280,0.116158,-0.081431,9.608819
290,0.158071,-0.091011,9.583671
300,0.095801,-0.056283,9.529783
310,0.073048,-0.096998,9.586066
320,0.049098,-0.113763,9.542955
330,-3.39973,-4.782854,35.278641
340,1.118474,1.488505,4.88105
350,1.631008,-0.096998,11.549982
360,0.514929,-0.228724,10.688972
370,0.065863,0.443079,9.901011
380,0.559237,0.227527,8.847202
390,1.144819,-1.585503,8.82924
400,-0.403561,0.907712,10.133328
410,0.501757,-0.155676,9.489068
420,0.00479,0.03832,9.639954
430,0.193997,-0.091011,9.656719
440,0.112566,-0.117356,9.50224
450,0.155676,-0.162861,9.569301
460,0.107776,-0.159269,9.53577
470,0.015568,-0.155676,9.504636
480,2.095642,-0.160466,4.742139
490,1.319656,0.30776,6.522836
500,-0.795147,1.2023,7.448511
510,1.4909,-0.755629,9.587264
520,0.963995,-0.377216,10.638678
530,1.123264,0.378413,7.965835
540,-1.773512,-0.24549,9.46392
550,1.058599,-0.421523,9.865086
560,0.125739,0.034728,9.717793
570,0.183219,-0.128134,9.455538
580,0.144899,-0.149689,9.610016
590,0.107776,-0.144899,9.621991
600,0.088616,-0.162861,9.598042
610,0.056283,-0.150886,9.536968
620,-6.055807,-5.161267,34.805622
630,-0.00479,1.541195,4.669091
640,0.843047,-0.850232,12.197835
650,-0.888552,0.3365,8.301138
660,0.149689,-0.056283,10.327325
670,1.714834,0.117356,9.976455
680,-2.15432,-0.174836,6.830596
690,0.135319,0.153281,10.523716
700,1.050216,-0.547262,9.334589
710,0.003593,-0.031135,9.861493
720,0.153281,-0.141306,9.404044
730,0.172441,-0.170046,9.611214
740,0.067061,-0.141306,9.584868
750,0.05748,-0.142504,9.604029
760,0.0,-0.119751,9.552536
770,0.013173,-0.126936,9.564511
780,-0.219144,0.229922,5.670209
790,-5.024751,-2.498005,27.13677
800,-0.247885,1.429827,5.333709
810,1.343606,-0.040715,11.953543
820,-0.26944,0.034728,9.357342
830,1.487307,-0.179626,9.872271
840,-1.526825,0.079036,7.744296
850,0.815504,-0.265847,10.539284
860,0.488584,-0.122146,9.365725
870,0.204774,-0.093406,9.472302
880,0.130529,-0.135319,9.586066
890,0.083826,-0.153281,9.547746
900,0.051493,-0.185614,9.602831
910,0.011975,-0.177231,9.544153
920,0.005988,-0.172441,9.564511
930,3.912265,1.530418,-10.916499
