timestamp_ms,acc_x,acc_y,acc_z
0,0.107776,-0.160466,9.4735
10,0.058678,-0.171244,9.594449
20,-0.063468,-0.091011,9.663904
30,0.6251,-0.440684,9.815988
40,-0.029938,-0.020358,9.938134
50,-5.273833,-4.133804,34.034428
60,-1.56754,6.023474,-0.003593
70,2.427352,-2.196233,13.545033
80,0.205972,-0.197589,10.056687
90,-0.123344,0.075443,10.087823
100,1.835783,0.148491,8.539442
110,0.65384,-0.465831,9.371712
120,0.056283,-0.153281,9.583671
130,0.134121,-0.222737,9.770483
140,0.076641,-0.071851,9.48787
150,0.141306,-0.216749,9.610016
160,0.135319,-0.186812,9.623189
170,0.131726,-0.170046,9.44476
180,0.088616,-0.131726,9.552536
190,3.185376,0.25028,-12.334352
200,0.114961,2.39981,6.9252
210,0.221539,-0.409548,10.563234
220,0.249082,-0.196392,10.255474
230,1.963916,-0.244292,10.407557
240,-1.551973,0.402363,6.204298
250,-0.358055,-0.440684,10.932067
260,0.111368,-0.083826,9.193283
270,0.267045,-0.261057,9.575289
280,0.085023,-0.183219,9.643546
290,0.056283,-0.120948,9.600436
300,0.092208,-0.136516,9.548944
310,0.070653,-0.134121,9.517808
320,0.382006,0.432301,-9.892629
330,0.301772,0.277822,9.393267
340,1.326841,-0.699346,11.765534
350,0.202379,-0.421523,10.61832
360,1.373544,-0.665815,9.960887
370,-1.268163,1.355581,6.624624
380,0.153281,-0.963995,10.903327
390,0.277822,-0.229922,9.745335
400,0.237107,-0.122146,9.368119
410,0.241897,-0.172441,9.789642
420,0.089813,-0.107776,9.450747
430,0.132924,-0.154479,9.469908
440,0.001198,-0.086221,9.469908
450,-0.944835,-0.637075,11.086546
460,-1.241818,1.852548,7.3096
470,-0.045505,-0.150886,9.77168
480,0.087418,-0.27902,10.330917
490,0.140109,0.029938,10.038725
500,1.983076,-0.361648,8.361013
510,-1.899251,-0.184417,9.649534
520,0.105381,-0.040715,9.432785
530,0.343685,-0.251477,9.77647
540,0.142504,-0.125739,9.522598
550,0.191602,-0.144899,9.514215
560,0.105381,-0.098196,9.45913
570,0.01437,-0.113763,9.530981
580,0.287402,0.25507,5.903723
590,-1.686094,-2.714755,20.349285
600,1.247805,-0.053888,11.504477
610,0.050295,-0.27902,10.247091
620,0.035925,-0.461041,10.869797
630,1.604663,-0.34129,9.020842
640,-1.664539,1.032254,6.971902
650,0.399968,-0.479004,10.321337
660,0.201182,-0.137714,9.839938
