timestamp_ms,acc_x,acc_y,acc_z
0,0.150886,-0.178429,9.5214
10,0.075443,-0.172441,9.672287
20,0.162861,-0.191602,9.720187
30,0.432301,-0.335303,9.668694
40,-0.102986,-0.0479,9.617202
50,-0.025148,-0.075443,9.461525
60,0.147294,-0.178429,9.432785
70,2.581831,0.59636,6.745573
80,-1.325643,-0.045505,9.554931
90,1.688489,-0.989143,10.612332
100,-0.843047,0.211959,9.14658
110,1.023871,-1.005908,10.150093
120,0.544867,-0.541274,9.796828
130,-0.160466,-0.126936,9.789642
140,0.148491,-0.263452,9.798025
150,0.119751,-0.147294,9.45913
160,0.118553,-0.190404,9.509425
170,0.081431,-0.112566,9.526191
180,0.065863,-0.074246,9.499846
190,0.065863,-0.080233,9.599238
200,1.657354,0.661025,-5.206773
210,1.566343,0.775986,9.590857
220,0.623903,-0.8658,10.095008
230,-0.069456,-0.075443,9.872271
240,1.716032,-0.461041,9.914184
250,-1.632206,0.502954,7.800579
260,-0.158071,-0.344883,10.096206
270,0.285007,-0.289797,9.73815
280,0.232317,-0.247885,9.48308
290,0.112566,-0.162861,9.533376
300,0.094603,-0.113763,9.559721
310,0.136516,-0.125739,9.623189
320,0.068258,-0.093406,9.551338
330,-1.544788,-3.003355,24.072342
340,0.114961,0.34608,8.849598
350,0.079036,-0.221539,9.883048
360,0.005988,-0.226329,9.577683
370,0.178429,-0.548459,10.44468
380,1.416654,-0.587977,9.348959
390,-1.696871,1.136437,7.834109
400,0.249082,-0.311353,9.952504
410,0.238304,-0.220342,9.80521
420,0.069456,-0.082628,9.469908
430,0.185614,-0.154479,9.460327
440,0.086221,-0.150886,9.605227
450,0.125739,-0.192799,9.566906
460,0.035925,-0.148491,9.554931
470,-0.251477,0.811912,7.740704
480,-0.718506,-2.410587,9.419612
490,0.055085,-0.172441,9.81
500,0.029938,-0.29818,9.879456
510,0.475411,-0.323328,10.284214
520,0.645458,-0.555645,8.005353
530,-0.473016,0.029938,10.346485
540,0.239502,-0.160466,9.414823
